Material Cost (R),Material Charges (R),Asset ID,Install Date,Asset MFG Date,In Service?,Model Number,Model Number MFG,Manufacturer ID
0,0,176764,4/12/2022,,TRUE,CENTRELLA,P7900B200467,HILL-ROM
0,0,EE124795,11/5/2014,1/1/2013,TRUE,SECURE S3,3005S3,Stryker
0,0,119272,11/21/2016,10/1/2013,TRUE,PRIME BIG WHEEL,1115,Stryker
0,0,127123,11/16/2016,,TRUE,PRIME BIG WHEEL,1115,Stryker
5559.56,2483.2,MX159310,7/9/2019,5/1/2015,TRUE,ZOOM,1125,Stryker
231.3,266,EE69912,5/4/2022,,TRUE,PROGRESSA,P7500A000131,HILL-ROM
0,0,MX2107812,5/15/2023,5/13/2020,TRUE,PROGRESSA,P7500,HILL-ROM
62.5,71.88,MX1822674,4/8/2019,4/4/2018,TRUE,VERSACARE,P3200K000122,HILL-ROM
0,0,EE145153,2/14/2024,,TRUE,Procuity,,Stryker
0,0,EE145323,2/14/2024,,TRUE,Procuity,,Stryker
0,0,EE172595,7/25/2019,,TRUE,GO BED II`,FL28,Stryker
0,0,EE191909,1/6/2021,,TRUE,OOK SNOW,FL36,Umano
280.78,280.78,EE96472,5/17/2019,8/27/2009,TRUE,VERSACARE,P3200H000293,HILL-ROM
0,0,8344,5/18/2016,,TRUE,RESIDENT,P870D000011,HILL-ROM
0,0,EE94662PA,11/5/2014,1/1/2009,TRUE,ULTRACARE XT,UCXT,JOERNS
172.24,213.87,13102,9/11/2022,9/1/2008,TRUE,SECURE,3002,Stryker
0,0,136893,1/28/2019,,TRUE,CENTRELLA,P7900B000010,HILL-ROM
0,0,13950,11/1/2022,3/1/2010,TRUE,S3,3002 S3,Stryker
234.46,268.92,107113,10/28/2019,,TRUE,TRANSTAR,P8000,HILL-ROM
0,0,108638,10/31/2019,,TRUE,TRANSTAR,P8000,HILL-ROM
369.5,424.93,33065,11/8/2022,7/1/2007,TRUE,M-SERIES,1015,Stryker
0,0,81889,10/31/2019,6/1/2007,TRUE,TRANSPORT,ST104,Stryker
0,0,113067,10/30/2019,,TRUE,SPIRIT SELECT,5700,CHG
0,0,EE170255,6/19/2019,,TRUE,EVOLUTION,EVOLUTION,SIZEWISE
100.13,91.31,19480,10/21/2022,3/1/2015,TRUE,PRIME ZOOM,1125,Stryker
183.3,194.94,EE91675,3/12/2021,,TRUE,INTOUCH,2141,Stryker
0,0,131433,2/27/2020,10/1/2014,TRUE,ENTERPRISE,9800,Arjo
21.6,22.25,136864,1/29/2019,10/26/2018,TRUE,CENTRELLA,P7900B000010,HILL-ROM
0,0,EE191949,1/6/2021,,TRUE,OOK SNOW,FL36,Umano
0,0,EE87293,10/21/2020,,TRUE,VERSACARE,P3200G000031,HILL-ROM
0,0,MX1666167,12/9/2019,11/1/2017,TRUE,S3 PATRIOT,3002S3,Stryker
0,0,MX1992175,7/6/2023,,TRUE,EVOLUTION,33060400,SIZEWISE
5.08,5.08,MX2214829,4/10/2023,7/1/2020,TRUE,PATRIOT,3005S3,Stryker
1029.09,1199.85,136868,1/29/2019,10/26/2018,TRUE,CENTRELLA,P7900B,HILL-ROM
600.3,750.38,13946,9/13/2022,3/1/2010,TRUE,S3,3002 S3,Stryker
0,0,EE170579,4/26/2018,,TRUE,EVOLUTION,EVOLUTION,SIZEWISE
0,0,EE183322,1/6/2021,4/18/2020,TRUE,CENTRELLA,P7900,HILL-ROM
181.83,209.1,125498VASA,4/12/2021,11/1/2013,TRUE,,,Stryker
4.59,5.74,15571,9/18/2022,7/1/2011,TRUE,ZOOM,1125,Stryker
1439.45,1556.34,130535,8/24/2018,9/21/2017,TRUE,PROGRESSA,P7500A,HILL-ROM
527.24,0,12724,9/18/2022,,TRUE,INTOUCH,2130/2140,Stryker
0,0,136824,1/23/2019,10/30/2018,TRUE,CENTRELLA,P7900B000010,HILL-ROM
0,0,176752,4/12/2022,,TRUE,CENTRELLA,P7900B200467,HILL-ROM
487.5,487.5,MX1929428,8/5/2019,9/21/2017,TRUE,VERSACARE,P3200K000122,HILL-ROM
0,0,MX1993250,7/6/2023,,TRUE,EVOLUTION,33060400,SIZEWISE
0,0,MX1993259,7/6/2023,,TRUE,EVOLUTION,33060400,SIZEWISE
2007,2308.05,MX2054844,12/4/2020,12/10/2019,TRUE,CENTRELLA,P7900B100242,HILL-ROM
32,36.8,MX2055555,12/7/2020,1/14/2020,TRUE,CENTRELLA,P7900B100242,HILL-ROM
0,0,EE145083,2/14/2024,,TRUE,PROCUITY,,Stryker
0,0,EE191221,12/23/2020,,TRUE,CENTRELLA,P7900,HILL-ROM
0,0,MX1645471,5/14/2019,9/21/2017,TRUE,VERSACARE,P3200K000122,HILL-ROM
1513.68,1740.74,MX1649219,5/14/2019,9/21/2017,TRUE,VERSACARE,P3200K000122,HILL-ROM
0,0,MX1658682,12/12/2019,11/1/2017,TRUE,,,Stryker
0,0,0073000001118,12/4/2023,10/1/2023,TRUE,ZOOM,1125-000-000E,Stryker
0,0,107116,10/28/2019,,TRUE,TRANSTAR,P8000,HILL-ROM
66.42,86.97,165913,8/25/2023,7/1/2020,TRUE,,1105000030,Stryker
15.24,17.53,19529,11/1/2022,3/1/2015,TRUE,PRIME ZOOM,1125,Stryker
0,0,34633,7/25/2024,4/1/2024,TRUE,ZOOM,1125,Stryker
0,0,MX2425051,5/15/2023,1/12/2021,TRUE,PROGRESSA,P7500,HILL-ROM
0,0,EE191944,1/6/2021,,TRUE,OOK SNOW,FL36,Umano
0,0,MX2132598,6/18/2020,,TRUE,CENTRELLA,P7900,HILL-ROM
14.44,16.61,13087,9/11/2022,9/1/2008,TRUE,SECURE,3002,Stryker
0,0,131425,2/7/2020,10/1/2014,TRUE,ENTERPRISE,9800,Arjo
0,0,136953,1/30/2019,,TRUE,CENTRELLA,P7900B000011,HILL-ROM
63.68,76.4,EE107296,5/17/2019,1/17/2011,TRUE,VERSACARE,P3200J000293,HILL-ROM
2061.33,2198.75,EE170398,7/25/2019,,TRUE,EVOLUTION,EVOLUTION,SIZEWISE
169.24,169.24,041211,11/1/2016,12/1/1998,TRUE,RENAISSANCE,1711,Stryker
0,0,129243,10/31/2019,,TRUE,TRANSPORT,P8005,HILL-ROM
38.92,44.76,19222,11/29/2022,3/1/2015,TRUE,ZOOM,1125,Stryker
686.09,789,MX2219989,8/4/2022,7/1/2020,TRUE,ZOOM,1125-000-000E,Stryker
30.22,34.76,MX423348,7/9/2019,6/1/2016,TRUE,ZOOM,1125,Stryker
0,0,138445,10/29/2019,,TRUE,PROGRESSA,P7500A000912,HILL-ROM
0,0,MX2051267,4/22/2020,12/6/2019,TRUE,CENTRELLA,P7900B100242,HILL-ROM
0,0,X322PF1623,10/25/2022,11/18/2022,TRUE,CENTRELLA,P7900B300468,HILL-ROM
45.12,45.12,136938,2/1/2019,,TRUE,CENTRELLA,P7900B,HILL-ROM
0,0,EE110248,7/23/2019,,TRUE,SECURE II,3002,Stryker
0,0,EE84735,11/9/2015,8/1/2008,TRUE,PATRIOT,S3,Stryker
0,0,114219,10/31/2019,,TRUE,TRANSTAR,P8000,HILL-ROM
0,0,32623,9/9/2022,,TRUE,PRIME ZOOM,1125-000-000E,Stryker
0,0,MX3385917,12/4/2023,10/1/2023,TRUE,ZOOM,1125,Stryker
136.73,170.91,10080,9/13/2022,6/1/2005,TRUE,BIRTHING BED,LD304,Stryker
0,0,159646,10/31/2019,6/4/2020,TRUE,PROGRESSA,P7500A000912,HILL-ROM
0,0,MX1645520,5/8/2019,9/21/2017,TRUE,VERSACARE,P3200,HILL-ROM
90.62,96.07,MX2052580,1/31/2020,12/9/2019,TRUE,CENTRELLA,P7900B100242,HILL-ROM
0,0,131027,10/21/2019,10/1/2014,TRUE,ENTERPRISE,9800,Arjo
153.19,176.16,136810,1/23/2019,,TRUE,CENTRELLA,P7900B000010,HILL-ROM
0,0,176811,4/12/2022 5:15,,TRUE,CENTRELLA,P7900B200467,HILL-ROM
0,0,EE65702,11/19/2020,9/30/2020,TRUE,CENTRELLA,P7900B100223,HILL-ROM
0,0,2.02001E+12,3/10/2021,7/1/2020,TRUE,ZOOM,1125-000-000E,Stryker
0,0,30080,9/13/2022,,TRUE,PRIME ZOOM,1125,Stryker
45.88,52.76,32673,10/20/2022,7/1/2011,TRUE,PRIME ZOOM,1125,Stryker
328.55,377.83,EE123684,7/9/2019,11/1/2013,TRUE,ZOOM,1125,Stryker
248.26,277.36,MX1928271,3/1/2021,10/5/2018,TRUE,PROGRESSA,P7500A000554,HILL-ROM
0,0,MX1645522,5/9/2019,9/21/2017,TRUE,VERSACARE,P3200K000122,HILL-ROM
135.56,169.46,MX2051259,12/4/2020,11/22/2019,TRUE,CENTRELLA,P7900B100242,HILL-ROM
0,0,MX2584074,12/2/2021,9/1/2021,TRUE,Centrella,CNT-355,HILL-ROM
0,0,EE118636,5/30/2023,5/25/2016,TRUE,VERSACARE,,HILL-ROM
0,0,EE191911,1/6/2021,,TRUE,OOK SNOW,FL36,Umano
0,0,EE192700,8/31/2022,,TRUE,OOK SNOOK,FL36,Umano
0,0,130967,10/21/2019,10/1/2014,TRUE,ENTERPRISE,9800,Arjo
0,0,131300,2/7/2020,10/1/2014,TRUE,ENTERPRISE,9800,Arjo
0,0,136873,1/28/2019,,TRUE,CENTRELLA,P7900B000010,HILL-ROM
0,0,176839,4/12/2022,,TRUE,CENTRELLA,P7900B200467,HILL-ROM
0,0,125414,11/1/2016,6/1/2009,TRUE,M-SERIES,1015,Stryker
0,0,138624,10/24/2019,,TRUE,PRIME BIG WHEEL,1115,Stryker
791.51,910.24,19517,9/15/2022,3/1/2015,TRUE,PRIME ZOOM,1125,Stryker
125.29,148.23,19535,9/30/2022,3/1/2015,TRUE,PRIME ZOOM,1125,Stryker
0,0,19659,1/25/2023,4/1/2015,TRUE,BIG WHEEL,1115,Stryker
920.79,1082.38,MX2541556,5/26/2022,6/1/2021,TRUE,ZOOM,1125-000-000E,Stryker
588.8,0,MX2051283,12/4/2020,12/6/2019,TRUE,CENTRELLA,P7900B100242,HILL-ROM
0,0,MX2214225,4/10/2023,3/1/2020,TRUE,PATRIOT,3005S3,Stryker
0,0,MX2584087,12/2/2021,9/7/2021,TRUE,CENTRELLA,P7900,HILL-ROM
2629.38,2946.41,EE107246,5/14/2019,1/18/2011,TRUE,VERSACARE,P3200J000293,HILL-ROM
564.33,564.33,EE146961,2/2/2018,2/1/2015,TRUE,SECURE S3,3005 S3 EX,Stryker
0,0,EE191260,1/5/2021,,TRUE,CENTRELLA,P7900,HILL-ROM
0,0,MX1678444,12/11/2019,11/1/2017,TRUE,S3 PATRIOT,3002S3,Stryker
0,0,MX1771176,11/1/2019,,TRUE,1000,P1160B,HILL-ROM
742.05,856.48,MX1811916,5/13/2019,7/12/2018,TRUE,VERSACARE,P3200K00012,HILL-ROM
0,0,29718,2/16/2023,7/1/2020,TRUE,BIRTHING BED,4701,Stryker
0,0,131003,10/22/2019,10/1/2014,TRUE,ENTERPRISE,9800,Arjo
0,0,136960,1/30/2019,,TRUE,CENTRELLA,P7900B000011,HILL-ROM
0,0,176758,4/12/2022,,TRUE,CENTRELLA,P7900B200467,HILL-ROM
118.77,139.91,107112,10/28/2019,,TRUE,TRANSTAR,P8000,HILL-ROM
0,0,129744,11/22/2017,,TRUE,PRIME BIG WHEEL,1115,Stryker
3969.29,4882.23,EE123644,6/14/2019,11/1/2013,TRUE,ZOOM,1125,Stryker
36.36,41.81,136925,1/30/2019,,TRUE,CENTRELLA,P7900B000025,HILL-ROM
0,0,176881,4/12/2022,,TRUE,CENTRELLA,P7900B200467,HILL-ROM
0,0,15032,11/17/2022,12/1/2010,TRUE,S3,3002 S3,Stryker
0,0,EE96406,5/13/2019,8/27/2009,TRUE,VERSACARE,P3200H000293,HILL-ROM
0,0,MX1675778,12/10/2019,11/1/2017,TRUE,S3 PATRIOT,3002S3,Stryker
0,0,MX1771271,11/5/2019,,TRUE,1000,P1160B,HILL-ROM
882.9,1103.63,MX2054797,12/4/2020,12/10/2019,TRUE,CENTRELLA,P7900B100242,HILL-ROM
0,0,MX2213657,4/10/2023,7/1/2020,TRUE,PATRIOT,3005S3,Stryker
0,0,MX2585022,11/18/2021,,TRUE,Centrella,CNT-355,HILL-ROM
0,0,17908,9/27/2022,11/1/2013,TRUE,S3,3005S3,Stryker
0,0,EE124791,11/5/2014,1/1/2013,TRUE,SECURE S3,3005S3,Stryker
0,0,EE170402,7/25/2019,,TRUE,EVOLUTION,EVOLUTION,SIZEWISE
90.9,90.9,EE183012,1/5/2021,4/13/2020,TRUE,CENTRELLA,P7900,HILL-ROM
103.1,118.56,00963B,11/16/2016,12/1/1998,TRUE,RENAISSANCE,1711,Stryker
43.02,53.78,107118,10/25/2019,,TRUE,TRANSTAR,P8000,HILL-ROM
0,0,125443,11/18/2016,10/1/2007,TRUE,Gynnie,1061,Stryker
0,0,32678,9/21/2022,,TRUE,BIG WHEEL,1115,Stryker
54.95,68.69,MX2063758,5/16/2019,,TRUE,ZOOM,1125,Stryker
2041.47,0,EE169782,7/24/2019,,TRUE,EVOLUTION,EVOLUTION,SIZEWISE
0,0,EE192666,1/4/2021,,TRUE,OOK SNOW,FL36,Umano
0,0,EE37087,10/23/2015,9/22/2008,TRUE,VERSACARE,P3200J,HILL-ROM
0,0,EE72673,8/14/2023,6/8/2022,TRUE,CENTRELLA,P7900B200468,HILL-ROM
0,0,MX1666181,12/10/2019,11/1/2017,TRUE,S3 PATRIOT,3002S3,Stryker
548.86,548.86,130536,8/24/2018,9/21/2017,TRUE,PROGRESSA,P7500A000131,HILL-ROM
0,0,17762,4/21/2023,11/20/2013,TRUE,TOTALCARE,,HILL-ROM
129.17,130.83,EE91688,3/12/2021,,TRUE,INTOUCH,2141,Stryker
0,0,18014,9/16/2022,11/1/2013,TRUE,S3,3005,Stryker
0,0,119267,11/21/2016,10/1/2013,TRUE,PRIME BIG WHEEL,1115,Stryker
169.24,169.24,125508,11/3/2016,12/1/1998,TRUE,RENAISSANCE,1711,Stryker
0,0,126776,11/21/2016,11/1/2015,TRUE,GYNNIE,1061,Stryker
0,0,129822,11/28/2018,,TRUE,GYNNIE,1061,Stryker
0,0,136755,1/31/2019,,TRUE,TRANSTAR,P8000,HILL-ROM
2852.83,3280.75,153065,12/15/2022,,TRUE,ZOOM,1125,Stryker
1243.35,1433.03,EE96477,5/17/2019,8/27/2009,TRUE,VERSACARE,P3200H000293,HILL-ROM
147.24,147.24,MX1645476,5/14/2019,,TRUE,VERSACARE,P3200K000122,HILL-ROM
0,0,MX1658687,12/9/2019,11/1/2017,TRUE,S3 PATRIOT,3002S3,Stryker
0,0,19842,5/10/2023,1/1/2015,TRUE,SPIRIT SELECT,N3A02BCEFM,CHG
0,0,EE146969,2/9/2017,2/1/2015,TRUE,SECURE S3,3005S3EX,Stryker
0,0,EE169378,7/24/2019,,TRUE,EVOLUTION,EVOLUTION,SIZEWISE
0,0,EE191233,12/23/2020,,TRUE,CENTRELLA,P7900,HILL-ROM
0,0,EE72685,8/14/2023,6/8/2022,TRUE,CENTRELLA,P7900,HILL-ROM
2039.41,2116.75,EE45811,10/22/2015,9/30/2014,TRUE,PROGRESSA,P7500A000131,HILL-ROM
0,0,124444,10/24/2019,,TRUE,ADVANTA 2,P1190,HILL-ROM
0,0,158181,4/12/2022,,TRUE,CENTRELLA,P7900B200467,HILL-ROM
273.44,314.45,107104,10/28/2019,,TRUE,TRANSTAR,P8000,HILL-ROM
0,0,92869,10/31/2019,9/1/2008,TRUE,M-SERIES,1015,Stryker
72.55,90.69,EE123646,5/20/2019,11/1/2013,TRUE,ZOOM,1125,Stryker
1026.5,1211.06,EE151722,11/5/2014,9/14/2015,TRUE,PROGRESSA,P7500,HILL-ROM
0,0,00247B,11/29/2016,,TRUE,TRANSPORT,721,Stryker
0,0,136826,1/23/2019,,TRUE,CENTRELLA,P7900B,HILL-ROM
0,0,136926,1/30/2019,,TRUE,CENTRELLA,P7900B000025,HILL-ROM
0,0,EE191210,12/23/2020,,TRUE,CENTRELLA,P7900,HILL-ROM
54.26,0,MX2586437,11/18/2021,8/31/2021,TRUE,CENTRELLA,P7900B200453,HILL-ROM
17.35,17.71,123325,10/28/2019,,TRUE,PRIME BIG WHEEL,1115,Stryker
0,0,125417,11/16/2016,6/1/2009,TRUE,M-SERIES,1015,Stryker
10,11.5,29937,1/18/2023,7/1/2020,TRUE,PRIME ZOOM,1125,Stryker
0,0,MX159316,7/24/2019,5/1/2015,TRUE,ZOOM,1125,Stryker
0,0,138481,10/15/2020,,TRUE,PROGRESSA,P7500A000912,HILL-ROM
0,0,EE105868,11/11/2015,4/1/2013,TRUE,S3,3005,Stryker
157.5,196.88,MX2055566,12/7/2020,,TRUE,CENTRELLA,P7900B100242,HILL-ROM
0,0,MX210937,5/14/2019,,TRUE,SPIRIT SELECT,5700,Stryker
0,0,MX2585026,11/18/2021,9/14/2021,TRUE,CENTRELLA,P7900B200453,HILL-ROM
0,0,138469,10/31/2019,,TRUE,PROGRESSA,P7500A000912,HILL-ROM
0,0,136783,1/23/2019,,TRUE,CENTRELLA,P7900B000010,HILL-ROM
0,0,136920,1/30/2019,,TRUE,CENTRELLA,P7900B000025,HILL-ROM
0,0,176846,4/8/2022,,TRUE,CENTRELLA,P7900B200467,HILL-ROM
0,0,0073000001041,12/5/2023,10/1/2023,TRUE,ZOOM,1125,Stryker
29.83,34.31,19479,1/21/2023,3/1/2015,TRUE,ZOOM,1125,Stryker
0,0,046557,9/9/2022,,TRUE,INTOUCH,FL27 2130/2140,Stryker
0,0,138449,10/31/2019,,TRUE,PROGRESSA,P7500A000912,HILL-ROM
0,0,136787I,1/23/2019,,TRUE,CENTRELLA,P7900B000010,HILL-ROM
593.12,605.18,MX2052606,1/31/2020,12/9/2019,TRUE,CENTRELLA,P7900B100242,HILL-ROM
0,0,MX2213651,4/10/2023,7/1/2020,TRUE,PATRIOT,3005S3,Stryker
0,0,EE191913,1/6/2021,,TRUE,OOK SNOW,FL36,Umano
0,0,EE65700,11/19/2020,9/30/2020,TRUE,CENTRELLA,P7900B100223,HILL-ROM
0,0,EE69918,12/20/2021,10/29/2021,TRUE,CENTRELLA,P7900B200468,HILL-ROM
0,0,MX1600474,11/5/2019,,TRUE,1000,P1000,HILL-ROM
0,0,MX2052557,1/31/2020,12/19/2019,TRUE,CENTRELLA,P7900B100242,HILL-ROM
0,0,136885,1/29/2019,,TRUE,CENTRELLA,P7900B000010,HILL-ROM
0,0,176740,4/12/2022 5:23,,TRUE,CENTRELLA,P7900B200467,HILL-ROM
6.73,8.41,19858,1/4/2024,,TRUE,SPIRIT SELECT,N3A02BCEFM,CHG
0,0,EE170614,7/25/2019,1/1/2012,TRUE,EVOLUTION,EVOLUTION,SIZEWISE
231.82,288.83,15009,9/13/2022,12/1/2010,TRUE,ZOOM,1125,Stryker
1059.22,1218.11,EE123650,7/9/2019,11/1/2013,TRUE,ZOOM,1125,Stryker
0,0,8014,6/7/2016,,TRUE,UCXTBED,UCXTBED,JOERNS
756.48,869.95,130957,10/21/2019,10/1/2014,TRUE,ENTERPRISE,9800,Arjo
173.17,199.15,131453,10/29/2019,10/1/2014,TRUE,ENTERPRISE,9800,Arjo
0,0,EE123538,11/5/2014,11/1/2012,TRUE,S3,3005S3,Stryker
0,0,EE65713,11/23/2020,9/30/2020,TRUE,CENTRELLA,P7900B100223,HILL-ROM
289.35,297.81,MX1929429,5/13/2019,9/21/2017,TRUE,VERSACARE,P3200K000122,HILL-ROM
238.8,255.19,041664,11/16/2016,12/1/1998,TRUE,RENAISSANCE,1711,Stryker
80.74,80.74,125413,11/30/2016,6/1/2009,TRUE,M-SERIES,1015,Stryker
0,0,MX122808,5/20/2019,,TRUE,TRANSTAR,P8000,HILL-ROM
660.13,689.89,136770,1/23/2019,,TRUE,AFFINITY 4,P3700E000010,HILL-ROM
335.4,419.25,8005,5/18/2016,,TRUE,UCXTBED,UCXTBED,JOERNS
0,0,X322PF1625,10/25/2022,11/18/2022,TRUE,CENTRELLA,P7900B300468,HILL-ROM
0,0,136861,1/28/2019,,TRUE,CENTRELLA,P7900B000010,HILL-ROM
0,0,176879,4/8/2022,,TRUE,CENTRELLA,P7900B200467,HILL-ROM
0,0,EE115928,5/30/2023,3/19/2015,TRUE,VERSACARE,,HILL-ROM
0,0,TRAPEZE - VACL,7/7/2023,,TRUE,,,
0,0,118653,10/21/2019,,TRUE,TMM4,TMM4,TRANSMOTION
0,0,123321,10/31/2019,,TRUE,BIG WHEEL,1115,Stryker
0,0,125495,11/30/2016,6/1/2009,TRUE,M-SERIES,1015,Stryker
26.48,33.1,29330,11/6/2022,7/1/2020,TRUE,PRIME ZOOM,1125,Stryker
0,0,EE72682,8/14/2023,6/9/2022,TRUE,CENTRELLA,P7900B200468,HILL-ROM
0,0,MX1992952,7/6/2023,,TRUE,EVOLUTION,33060400,SIZEWISE
0,0,MX1993232,7/6/2023,,TRUE,EVOLUTION,33060400,SIZEWISE
0,0,0606 079141,4/10/2024,6/1/2006,TRUE,GYNNIE,1061,Stryker
1809.37,2017.87,EE45807,10/23/2015,9/26/2014,TRUE,PROGRESSA,P7500A000131,HILL-ROM
21.04,26.3,30176,3/1/2023,6/1/2007,TRUE,SECURE,3002,Stryker
0,0,EE144596,2/14/2024,,TRUE,Procuity,,Stryker
0,0,EE145092,2/14/2024,,TRUE,Procuity,,Stryker
0,0,125871,2/28/2017,12/1/1998,TRUE,Renaissance,1711,Stryker
0,0,128435,11/18/2016,6/1/2009,TRUE,M-SERIES,1015,Stryker
0,0,129627,10/25/2019,,TRUE,GYNNIE,1061,Stryker
0,0,136969,1/30/2019,,TRUE,CENTRELLA,P7900B000011,HILL-ROM
689,861.25,130921,4/24/2023 8:38,,TRUE,,,TRANSMOTION
0,0,EE123537,11/5/2014,11/1/2012,TRUE,S3,3005S3,Stryker
0,0,EE146967,2/10/2017,2/1/2015,TRUE,SECURE S3,3005S3EX,Stryker
0,0,EE169766,7/24/2019,,TRUE,EVOLUTION,EVOLUTION,SIZEWISE
0,0,EE192675,1/4/2021,,TRUE,OOK SNOW,FL36,Umano
0,0,128423,11/4/2016,,TRUE,SURGERY,1069,Stryker
0,0,138474,10/30/2019,,TRUE,PROGRESSA,P7500A000912,HILL-ROM
0,0,EE145517,2/14/2024,,TRUE,Procuity ZMX,,Stryker
76.23,87.66,136948,1/30/2019,,TRUE,CENTRELLA,P7900B000011,HILL-ROM
667.62,667.62,136982,1/30/2019,,TRUE,CENTRELLA,P7900B,HILL-ROM
0,0,EE144889,2/14/2024,,TRUE,Procuity,,Stryker
194.04,238.45,13110,12/22/2022,9/1/2008,TRUE,SECURE,3002,Stryker
0,0,EE150093,7/24/2019,4/1/2015,TRUE,S3,3005S3EX,Stryker
31.68,39.6,EE96467,5/14/2019,8/27/2009,TRUE,VERSACARE,P3200H000293,HILL-ROM
0,0,MX1993224,7/6/2023,,TRUE,EVOLUTION,33060400,SIZEWISE
0,0,127121,11/16/2016,3/1/2016,TRUE,PRIME BIG WHEEL,1115,Stryker
9.51,10.94,29326,11/6/2022,7/1/2020,TRUE,ZOOM,1125,Stryker
0,0,64667,10/24/2019,,TRUE,TRANSTAR,P8000,HILL-ROM
0,0,138436,11/1/2019,,TRUE,PROGRESSA,P7500A000912,HILL-ROM
0,0,8013,5/18/2016,,TRUE,UCXTBED,UCXTBED,JOERNS
604.66,0,EE170503,7/25/2019,,TRUE,EVOLUTION,EVOLUTION,SIZEWISE
0,0,EE191256,1/5/2021,,TRUE,CENTRELLA,P7900,HILL-ROM
0,0,MX2214586,5/24/2023,3/1/2020,TRUE,,,Stryker
0,0,MX1865463,7/6/2023,,TRUE,,,SIZEWISE
0,0,131423,1/16/2020,10/1/2014,TRUE,ENTERPRISE,9800,Arjo
0,0,136891,1/29/2019,,TRUE,CENTRELLA,P7900B000010,HILL-ROM
0,0,15011,11/6/2022,12/1/2010,TRUE,S3,3002 S3,Stryker
0,0,16629,2/23/2023,4/1/2012,TRUE,S3,3005S3,Stryker
0,0,EE145312,2/14/2024,,TRUE,Procuity,,Stryker
0,0,19662,11/18/2022,4/1/2015,TRUE,PRIME SERIES,1115,Stryker
0,0,138465,10/29/2019,,TRUE,PROGRESSA,P7500A000912,HILL-ROM
0,0,12105,9/16/2022,6/1/2007,TRUE,SECURE,3002,Stryker
0,0,12633,9/19/2022,,TRUE,INTOUCH,2131/2141,Stryker
0,0,176860,4/12/2022,,TRUE,CENTRELLA,P7900B200467,HILL-ROM
0,0,EE35802,10/23/2015,,TRUE,VERSACARE,P3200J,HILL-ROM
0,0,MX1669702,12/10/2019,11/1/2017,TRUE,S3 PATRIOT,3002S3,Stryker
0,0,MX1993236,7/6/2023,,TRUE,EVOLUTION,33060400,SIZEWISE
0,0,MX2054815,12/4/2020,12/10/2019,TRUE,CENTRELLA,P7900,HILL-ROM
0,0,MX2585016,11/18/2021,9/7/2021,TRUE,CENTRELLA,P7900,HILL-ROM
62.5,71.88,EE107243,5/13/2019,1/17/2011,TRUE,VERSACARE,P3200J000293,HILL-ROM
0,0,EE144735,2/14/2024,,TRUE,Procuity,,Stryker
6,6,EE169389,7/18/2019,,TRUE,EVOLUTION,EVOLUTION,SIZEWISE
0,0,119244,11/21/2016,10/1/2013,TRUE,PRIME BIG WHEEL,1115,Stryker
156.52,156.7,125505,10/18/2016,,TRUE,M-SERIES,1015,Stryker
0,0,138463,10/29/2019,,TRUE,PROGRESSA,P7500A000912,HILL-ROM
159.84,183.82,13161,9/13/2022,9/1/2008,TRUE,SECURE,3002,Stryker
0,0,136974,1/30/2019,10/30/2018,TRUE,CENTRELLA,P7900B,HILL-ROM
0,0,MX2214214,4/10/2023,3/1/2020,TRUE,PATRIOT,3005S3,Stryker
0,0,176905,4/12/2022,,TRUE,CENTRELLA,P7900B200467,HILL-ROM
0,0,EE191899,1/6/2021,,TRUE,SECURE 2,S3001,Stryker
0,0,MX1993203,7/6/2023,,TRUE,EVOLUTION,33060400,SIZEWISE
0,0,MX2064038,3/3/2020,,TRUE,CENTRELLA,P7900B100242,HILL-ROM
788.22,788.58,040874,11/16/2016,12/1/1998,TRUE,RENAISSANCE,1711,Stryker
0,0,MX423389,7/8/2019,6/1/2016,TRUE,ZOOM,1125,Stryker
0,0,MX2107821,5/15/2023,5/7/2020,TRUE,PROGRESSA,P7500,HILL-ROM
0,0,12636,9/13/2022,,TRUE,INTOUCH,2131/2141,Stryker
0,0,15015,3/14/2023,12/1/2010,TRUE,S3,3002S3,Stryker
0,0,MX213642,5/8/2019,,TRUE,GYNNIE,1061,Stryker
856.33,951.45,106351,11/17/2016,,TRUE,CUB,FL19H,Stryker
0,0,EE145152,2/14/2024,,TRUE,Procuity,,Stryker
0,0,EE169388,7/18/2019,,TRUE,EVOLUTION,EVOLUTION,SIZEWISE
0,0,EE170582,7/25/2019,1/1/2000,TRUE,EVOLUTION,EVOLUTION,SIZEWISE
0,0,MX1771179,11/5/2019,,TRUE,1000,P1160B,HILL-ROM
19.23,24.04,17388,9/18/2022,10/1/2012,TRUE,BIG WHEEL,1115,Stryker
12.08,12.08,EE114356,7/9/2019,4/1/2012,TRUE,ZOOM,1125,Stryker
105.6,130.91,107107,2/16/2024,,TRUE,,P8000,HILL-ROM
625,720.86,12114,2/22/2023,6/1/2007,TRUE,SECURE,3002,Stryker
36.36,41.81,136911,1/29/2019,,TRUE,CENTRELLA,P7900B000010,HILL-ROM
0,0,15042,10/21/2022,12/1/2010,TRUE,S3,3002,Stryker
0,0,EE191216,12/23/2020,,TRUE,CENTRELLA,P7900,HILL-ROM
0,0,EE96421,5/14/2019,8/28/2009,TRUE,VERSACARE,P3200H000293,HILL-ROM
